OBJECTID,record_id,date_opened,record_status,date_closed,Full,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,Address,description,planner_id,module,City,State,Zip
"16,927",2017-013046PRJ,10/11/2017 12:00:00 AM +0000,Under Review,,1474 MCALLISTER ST 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1474 MCALLISTER ST,"NEW 725 SQ FT ROOF DECK CONSTRUCTED WITH NON COMBUSTIBLE MATERIALS ON EXISTING 3 UNIT, 4 STORY BLDG WITH (E) FULLY SPRINKLERED STAIR TO ROOF LEVEL STAIR PENTHOUSE",RSALGADO,Planning,,,94115
"91,567",2009.088,09/21/2009 12:00:00 AM +0000,Under Review,,"2100 MISSION ST, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2100 MISSION ST,"Demolition of a one-story commercial building and construction of a mixed-use building comprising 29 residential units and 3,550 sq ft of ground floor commercial space. No off-street parking.",EJARDINE,Planning,,,94110
"47,756",2015-012324PRJ,09/16/2015 12:00:00 AM +0000,Under Review,,735 MONTGOMERY ST 94111,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Test Project,Record for testing various functions in production environment.,LLYNCH,Planning,,,94111
"46,538",2015-007525PRJ,10/13/2015 12:00:00 AM +0000,Under Review,,57 TAYLOR ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,57 TAYLOR ST AKA 111 TURK,"Subdivision of parcel containing a mixed-use residential and retail building and a surface parking lot.  Demolition of a portion of the existing structure (vacant retail space).  New construction of a twelve (12) story over basement mixed-use residential group housing and retail building with interior and exterior open spaces.  Proposed project includes 77 group housing units, 11,000 sf of ground floor retail, no off-street auto parking and 20 Class I bicycle parking spaces.",CGROB,Planning,,,94102
"10,154",2018-004753PRJ,04/05/2018 12:00:00 AM +0000,Under Review,,1189 DE HARO ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1189 DE HARO ST,PERMIT TO COMPLY W/ PLANNING DEPT NOTICE OF ENFORCEMENT 2018-001497. REMOVE UNAUTHORIZED DWELLING UNIT PER PLANNING CODE SECTION 3170(C)(4). DBI SCREENING FORM ATTACHED.,MBOUDREA,Planning,,,94107
"2,160",2018-014713PRJ,10/26/2018 12:00:00 AM +0000,Under Review,,919 GUERRERO ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,919 GUERRERO ST,"ADMINISTRATIVE CERTIFICATE OF APPROPRIATION APPLICATION TO REPLACE (E) NON-HISTORIC VINYL WINDOWS WITH WOOD WINDOWS, SAME SIZE. (UNITS 919-919A)",TFRYE,Planning,,,94110
"62,811",2014.1112,07/17/2014 12:00:00 AM +0000,Under Review,,"0 CITY HALL, SAN FRANCISCO, CA 94109",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,DPW Official Sidewalk Change Polk Market Grove,Install median separated northbound bicycle facility on Polk Street from Market to Grove Streets Modify median nose at Market/Fell and Polk Streets to install separated northbound bicycle facility install new curb ramps and corner bulb-outs.,,Planning,,,94109
"31,782",2016-013149PRJ,10/11/2016 12:00:00 AM +0000,Under Review,,1919 UNION ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1919 UNION ST,"Revised scope: REVISIONS TO PA2016-0622-0627. CONST NEW 3'-0""HEIGHT PARAPET WALL ON E SIDE OF ROOF & OBTAIN APPROVAL FOR EXISTING NON-PERMITED REAR YARD DECK & ROOF ACCESS SPIRAL STAIRS STAIR IN ACCORDANCE W/ VARIANCE #2016-013149VAR.",LAJELLO,Planning,,,94123
889,2018-016191PIC,11/30/2018 12:00:00 AM +0000,Open,,926 RUSSIA AVE 94112,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,926 Russia,DU OTC or c6,MBOUDREA,Planning,,,94112
"26,455",2016-011292PRJ,02/28/2017 12:00:00 AM +0000,Open,,1830 17TH ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1830 17th Street - Smuin Ballet,Proposed project is a new 3 story building.  First floor will provide rehearsal and dance studio space.  Floor 2 will provide arts activities space. Floor 3 will provide office space to a tenant. Project includes the demolition of the existing building on the site.,VBYRD,Planning,,,94103
"4,618",2018-011751PRJ,08/28/2018 12:00:00 AM +0000,Under Review,,445 TARAVAL ST 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,445 TARAVAL ST,"Change of Use from music studio to music studio with bar, which only has beer and wine.",MPUTRA,Planning,,,94116
"73,336",2013.0152,02/08/2013 12:00:00 AM +0000,Under Review,05/09/2016 12:00:00 AM +0000,"2390 BUSH ST, SAN FRANCISCO, CA 94115",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2390 BUSH ST & 2445 Pine St,Convert existing school building to be as pastoral center to support parish activities,,Planning,,,94115
484,2018-016619PRJ,12/11/2018 12:00:00 AM +0000,Accepted,,587 WALLER ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,587 WALLER ST,Remove existing cementitious faade to expose original wood siding and associated details.,,Planning,,,94117
"10,442",2018-004428PRJ,03/29/2018 12:00:00 AM +0000,Under Review,,1933 MISSION ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1933 MISSION ST,CHANGE OF USE TO CANNABIS RETAIL FROM (E) MCD ARTICLE 33 PERMIT PER PLANNING CODE 190. REF PA# 2016/02/29/0822.,MCHRISTE,Planning,,,94103
"115,166",2005.0759,08/12/2005 12:00:00 AM +0000,Under Review,05/09/2016 12:00:00 AM +0000,"120 PERRY ST, SAN FRANCISCO, CA 94103",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,725-765 Harrison Street,"Demolition of 141,600 sq. ft. of improvements on six lots and construction of one office building and 233 parking spaces in a two-level  below grade garage. Project would encompass one building with two towers above 65-foot podium, one would be up to 240 feet in height and the other would be 120 feet in height, totaling 1,079,200 gross sq. ft.",EJARDINE,Planning,,,94103
"4,199",2018-012222PRJ,09/06/2018 12:00:00 AM +0000,Accepted,,1385 CARROLL AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1385 CARROLL AVE,Conditional Use Authorization to permit the change of use from an existing warehouse to a new cannabis grow facility in a PDR zone.,,Planning,,,94124
"38,622",2016-005189PRJ,04/20/2016 12:00:00 AM +0000,Under Review,,216 HEAD ST 94132,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,216 Head Street,Construction of (N) 3-story SFH.,CCAMPBEL,Planning,,,94132
"42,342",2016-000556PRJ,01/13/2016 12:00:00 AM +0000,On Hold,,284 ROOSEVELT WAY 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,284 Roosevelt Way,"REVISION TO PA 201201303143 REMOVE (E) DAMAGED WALLS, FRAMING & FINISHES ALONG NORTH EASTERN FACING PROPERTY LINE. REPLACE WITH (N) FRAMING & FINISH; RAISE REAR ROOF (N) 2X10 FLOOR JOIST 2 2ND FLOOR. TO COMPLY WITH 201536821",EGORDON,Planning,,,94117
"37,818",2016-004905PRJ,05/10/2016 12:00:00 AM +0000,Under Review,,1052 FOLSOM ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1052-1060 Folsom St and 190-194 Russ St,"All of the existing buildings will be demolished.  A new six story building consisting of five stories of wood frame construction above a one story concrete ground level podium will be constructed.  The first story in the podium will include commercial space along Folsom and Russ; an entry foyer to the housing above; a garage for the housing; and two ground level housing units at the north end along Russ Street.  46 new housing units will be within the housing above the podium, including the two units with ground floor Russ St. entries.
The PPA was submitted on 4/13/16 and the 90 day deadline is 7/12/16.",DVU,Planning,,,94103
"61,663",2014.141,09/13/2014 12:00:00 AM +0000,Under Review,,"47 ALPHA ST, SAN FRANCISCO, CA 94134",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,47 ALPHA ST,Variance request to the rear and side yard requirements to legalize the partial enclosure of the existing concrete parking pad.,EJARDINE,Planning,,,94134
"3,698",2018-012793PRJ,09/18/2018 12:00:00 AM +0000,Under Review,,1781 CHURCH ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1781 CHURCH ST,"COMMERCIAL: SOFT STORY RETROFIT PER SFEBC CHAPTER 4D ENGINEERING CRITERIA PER 2016 CEBC APPENDIX A-4. N/A FOR MAHER;
RESIDENTIAL: SOFT STORY RETROFIT PER SFEBC CHAPTER 4D: 2016 CEBC APPENDIX A-4. ** MAHER: N/A **",MLANGLIE,Planning,,,94131
"61,186",2014.1537,10/08/2014 12:00:00 AM +0000,Under Review,,"15 SAN ANSELMO AV, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 AND 15 SAN ANSELMO AV,Lot Line Adjustment,,Planning,,, 
"1,280",2018-015700PRJ,11/16/2018 12:00:00 AM +0000,Under Review,,562 SUTTER ST 94108,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,562 SUTTER ST,Replace (30) existing wood single-hung windows in-kind with new wood single-hung windows on Sutter Street faade.,JVIMR,Planning,,,94108
"62,087",2014.1304,08/25/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Density Bonus Legislation,Planning Department-sponsored legislation,,Planning,,,
"15,044",2017-015181PRJ,11/29/2017 12:00:00 AM +0000,Under Review,,412 BROADWAY 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,412 BROADWAY,Conditional Use Authorization to permit the extension of hours of an existing Entertainment and Restaurant Venue(The Penthouse Club & Restaurant) to remain open until 4:00 a.m.,APERRY,Planning,,,
"11,297",2017-013929PRJ,03/08/2018 12:00:00 AM +0000,Under Review,,5616 MISSION ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,5616 MISSION ST,"The proposed project is to demolish an existing one-story commercial building and construct a 4 story, 10 unit apartment building with commercial space (limited parking, retail and offices) is planned for the first story.",NTRAN,Planning,,,94112
"3,301",2018-013257ZAD,09/27/2018 12:00:00 AM +0000,Under Review,,301 BRANNAN ST 94107,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,301 Brannan Street - ZAD Request,Request for Letter of Determination,MGIACOMU,Planning,,,94107
"2,267",2018-013882PRJ,10/24/2018 12:00:00 AM +0000,Under Review,,59 CAINE AVE 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,59 CAINE AVE,Legalize in-law unit per ordinance # 43-14 at first floor and basement level of (e) building. New roof deck in buildable area of the lot to provide access to open space for upper unit,DGANETSO,Planning,,,94112
"48,064",2015-011550ZAD,09/08/2015 12:00:00 AM +0000,On Hold,,333 GREEN ST 94133,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,333 Green Street - ZAD Request,Request for Letter of Determination,ABRASK,Planning,,,94133
"3,376",2018-013168PRJ,09/26/2018 12:00:00 AM +0000,Under Review,,508 CLAYTON ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,508 CLAYTON ST,CONSTRUCT UPPER DECK AND STAIRCASE TO BACKYARD,MPUTRA,Planning,,,94117
"36,399",2016-004707PRJ,06/13/2016 12:00:00 AM +0000,Under Review,,2632 MISSION ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2632 MISSION ST,"Construction of new 5 story mixed used building. Sixteen residential units (8 one bedrooms, 8 two bedrooms) over one retail space with basement storage. Sixteen bicycle parking spaces are provided on the ground floor, with zero vehicle parking spaces. Common open space is provided on the first floor mezzanine rear deck, and a common roof deck.
The PPA was submitted on 4/8/16 and the 90 day deadline is 7/7/16.",EJARDINE,Planning,,,94110
"9,645",2018-006002PRJ,04/18/2018 12:00:00 AM +0000,Open,,639 BRYANT ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2000 MARIN STREET,"*PDR: Approximately 50,000 +/- sf of office uses related to commuter shuttle storage and driver training, and other uses related to construction administration and support, including ""mock-ups"" of hospital rooms and doctor's offices. 
*Other: Approximately 24,122 sf of unused space in the basement.",VBYRD,Planning,,,94107
"64,185",2014.1441,05/19/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,GSW Event Center & Mixed UseDevelopment,"GSW Arena LLC (GSW), an affiliate of Golden State Warriors, LLC, which owns and operates the Golden State Warriors National Basketball Association (NBA) team, proposes to construct a multi-purpose event center and a variety of mixed uses, including office, retail, open space and structured parking on an approximately 11-acre site (Blocks 29 to 32) within the Mission Bay Redevelopment Plan Area of San Francisco. The proposed event center would host the Golden State Warriors basketball team during the NBA season, as well as provide a year-round venue for a variety of other uses, including concerts, family shows, other sporting events, cultural events, conferences and conventions. GSW has entered into an agreement to purchase the project site from the current site owner, an affiliate of Salesforce.com. The project is subject to review under the California Environmental Quality Act (CEQA) and a number of local, state, and federal approvals.",BBOLLING,Planning,,,
"3,606",2018-012918PRJ,09/20/2018 12:00:00 AM +0000,Under Review,,986 SOUTH VAN NESS AVE 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,986 SOUTH VAN NESS AVE,Demolition of an existing 1-story auto repair shop and construction of a new 5-story multi-family residential building.,VFLORES,Planning,,,94110
"7,774",2018-008030PRJ,06/05/2018 12:00:00 AM +0000,Under Review,,225 MONTCALM ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,225 MONTCALM STREET,New footings and foundations. Expand current basement to the existing footprint of the house.,VBYRD,Planning,,,94110
"50,983",2015-008351PRJ,07/02/2015 12:00:00 AM +0000,Under Review,,380 HOLLADAY AVE 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,"5, 9, 15, 21 JOY STREET","The approximately 5,190-square-foot, undeveloped project site has an average slope of approximately 31 percent to the southeast and consists of four irregular-shaped, downward-sloping lots on a block bounded by Brewster Street to the west, Joy Street to the north, Holladay Avenue to east, and Esmeralda Avenue to the south in the Bernal Heights neighborhood. 
The project site includes lot 1 (5 Joy Street), lot 4 (9 Joy Street), lot 5 (15 Joy Street), and lot 6 (21 Joy Street). The project lots are all located on the south side of Joy Street between Brewster Street and Holladay Avenue. Lots 4, 5, and 6 are only accessible by the existing Joy Street pedestrian stairs. The project sponsor proposes the construction of four single-family residences, one on each lot.  The proposed residences on lots 1, 4, and 6 would be 30 feet tall with two stories over a basement level while the proposed residence on lot 5 would be 30 feet tall with three stories. The proposed buildings would range in size from approximately 1,960 square feet to 2,130 square feet. Off-street parking would only be provided in the building on lot 1 which will contain one parking space accessed from Holladay Avenue. Approximately ten bicycle spaces are proposed. During the approximately 12-month construction period, the proposed project would require excavation of up to 20 feet below ground surface (bgs) and a total of 850 cubic yards of soil disturbance. The proposed foundation for the residential buildings would be drilled reinforced concrete piers that extend approximately 17 feet bgs.",MCHRISTE,Planning,,,94110
"31,874",2016-012963PRJ,10/06/2016 12:00:00 AM +0000,Open,,463 JOOST AVE 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,463 Joost Avenue,TBD,,Planning,,,94127
"6,301",2018-009719PRJ,07/16/2018 12:00:00 AM +0000,Under Review,,840 POWELL ST 94108,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,840 POWELL ST,VOLUNTARY SEISMIC IMPROVEMENTS TO EXISTING PARKING GARAGE. (COMMON AREA),SADINA,Planning,,,94108
"6,580",2018-009404PRJ,07/06/2018 12:00:00 AM +0000,Under Review,,650 VERMONT ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,650 VERMONT ST,"Construct 600SF roof deck with penthouse, wind screen, enclosed storage area, and metal post and cable railing. Demolish interior walls at existing 3rd floor to accommodate stair; construct new closet and laundry. Install new window at 3rd floor. Install new cap flashing on existing parapet.",MGIACOMU,Planning,,,94107
"106,402",2006.1523,12/21/2006 12:00:00 AM +0000,Under Review,07/28/2016 12:00:00 AM +0000,78 01ST ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Oceanwide Center (50 1st Street),"The project Sponsor will build a 61-story approximately 850-ft tall mixed-use tower with 34 floors of office below 22 residential levels containing 124 units, as well as retail and publicly-available open space on the bottom floors. the three Mission street parcels will be improved with an approximately 605-foot tall mixed tower with 25 residential levels containing 168 units above a 25-story hotel. Both towers will include publicly accessible open space and retail uses at the ground floor.  The historic buildings at 78 and 88 First street will retained as retained as retail/office structures.
8/13/14 - Revised project consists of the construction of a new mixed-use building with two towers. Two historic building at 76-78 and 88 First Street would be retained and renovated.  One tower would be 850 feet tall and 63 - stories with office, residential, and ground floor retail uses. The second tower would be 605 feet tall, 52-stories, and would contain residential and hotel uses. The project uses would total 216 dwelling units, 168 hotel rooms, 350 off-street parking spaces, and 525 bicycle parking spaces.",MBOUDREA,Planning,,,94105
"75,733",2012.1139,08/29/2012 12:00:00 AM +0000,Under Review,,"992 PERALTA AV, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,992 PERALTA AVENUE,"The proposed project is to demolish and existing 10,675 square foot industrial building and construct a four-story, 50 unit residential building with 50 off-street parking spaces as the replacement structure. The 40,565 square foot subject lot is bound by Tompkins Avenue to the south, Peralta Avenue to the east and Bradford to the west. The lot slopes laterally along Tompkins Avenue, decreasing in elevation toward the east. The lot also slopes laterally along Peralta Avenue, increasing in elevation toward the north.  The lot is up-sloping as the north end of the property is approximately 55 to 70 feet higher in grade than much of the south portion. The proposed buildingwould front Tompkins Avenue. The project is located withing the Bernal Heights neighobrhood near Alemany Boulevard and Highway 101.",KDURANDE,Planning,,,94110
"55,806",2015-002694PRJ,03/04/2015 12:00:00 AM +0000,Under Review,,2800 BROADWAY 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2800 BROADWAY,Gate replacement at front entrance.,WFARRENS,Planning,,,
"17,243",2017-012661PRL,10/02/2017 12:00:00 AM +0000,Under Review,,135 BLUXOME ST 94107,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,135 BLUXOME ST,"INTERIOR T.I. ON 1/F & 2/F. IMPROVEMENTS INCLUDE REMOVAL OF UNCESSESSARY TOILETS ON 1/F AND REPLACEMENT WITH A MOTHER'S ROOM, EXPANSION OF (E) PANTRY. UNNECESSARY UNSHOWERS ON 2/F TO BE REPLACED WITH A NEW BREAK ROOM ON THE 2/F.",JHORN,Planning,,,94107
"14,230",2017-016179PRJ,12/19/2017 12:00:00 AM +0000,Under Review,,2209 46TH AVE 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2209 46TH AVE,"COMPLY WITH COMPLAINT #201775111,#201703416 AND #201707011. LEGALIZE DWELLING UNIT AT 1ST FL PER ODINANCE #43-14",GPANTOJA,Planning,,,94116
"11,231",2018-003445PRJ,03/09/2018 12:00:00 AM +0000,Open,,"301 MISSION ST, #PH5 94105",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,301 MISSION STREET,Mat connection and shoring wall test project to help design a retrofit technique to stabilize the Millennium Tower against continued settlement.,VBYRD,Planning,,,94105
"32,535",2016-012135PRJ,09/20/2016 12:00:00 AM +0000,Under Review,,3101 ALEMANY BLVD 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2214 Cayuga Ave. & 3101 Alemany Blvd.,"The 5,017-square-foot project site consists of two lots (Assessors Block 7146, lots 001 and 034 ) located south of Sickles Avenue between Cayuga Avenue and Alemany Boulevard within the Outer Mission neighborhood of San Francisco. The site is occupied by a one-story-over-garage, single-family residence (built in 1900) and a vacant lot, each of which span both lots. The residential building fronts Cayuga Avenue; the vacant lot fronts Alemany Boulevard, Cayuga and Sickles avenues.
The proposed project would demolish the existing residence and construct four new buildings with a total of seven residential units and 1,283 square feet of ground-floor commercial space. On lot 001, the proposed project would construct two new four-story, mixed-use buildings, each consisting of two dwelling units over an approximately 450-square-foot ground-floor commercial space. On Lot 034, the proposed project would construct two new buildings: one four-story mixed-use building with two dwelling units over an approximately 370-square-foot ground floor commercial space; and one four-story single-family residence. The new buildings would front both Cayuga and Sickles avenues.
The project would also provide five vehicle parking spaces and eight class 1 bicycle parking spaces within individual garages attached to each of the mixed-use buildings as well as six class 2 bicycles on the Cayuga and Sickles avenues sidewalks. The garages would be accessed from the rear of the proposed buildings via an existing approximately 12-foot-wide curb cut on Cayuga Avenue. The proposed streetscape would include a new sidewalk bulbout at the intersection of Alemany Boulevard and Sickles Avenue and four new street trees (two on Alemany Boulevard and two on Cayuga Avenue).",GPANTOJA,Planning,,,94112
"40,826",2016-002535PRJ,02/24/2016 12:00:00 AM +0000,Under Review,,1060 FOLSOM ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1060 FOLSOM ST,CHANGE OF USE FROM INDUSTRIAL/WAREHOUSE TO ASSEMBLY AND SOCIAL SERVICE USE (DBA ALCHEMY) AND REMOVE THE NOTICE OF VIOLATION COMPLAINT NUMBER 13538_ENF.,EJARDINE,Planning,,,94103
"66,648",2014.0109,01/17/2014 12:00:00 AM +0000,Under Review,,"65 VILLA TR, SAN FRANCISCO, CA 94114",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,65 VILLA TR,Mandatory DR case for Reconstruction associated with 2013.1821DV.,,Planning,,,94114
"64,835",2014.0621,04/23/2014 12:00:00 AM +0000,Under Review,,"0 THE EMBARCADERO, #0033, SAN FRANCISCO, CA 94111",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Pier 31 1/2 & 33,"Replace canopies, seating, bike racks, and signage.",,Planning,94111,,94111
196,2018-017002PRJ,12/18/2018 12:00:00 AM +0000,Accepted,,1181 GREEN ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1181-1199  GREEN ST,COMMERCIAL SOFT STORY RETROFIT PER SFEBC CHAPTER 4D ENGINEERING CRITERIA 2016 CEBC APPENDIX A-4. RESIDENTIAL PA #201809130134.,CASBAGH,Planning,,,94109
"52,554",2015-006565PRJ,05/27/2015 12:00:00 AM +0000,Under Review,,11 MADDUX AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,11 MADDUX AVE,,NKWIATKO,Planning,,,94124
"17,149",2017-012086PRJ,10/04/2017 12:00:00 AM +0000,Submitted,,770 WOOLSEY ST 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,770 WOOLSEY ST,"The project proposes to demolish the existing structures on the project site and construct 86 single-family homes that are 3-4 stories and approximately 30-40 feet in height. The project is seeking to use the State Density Bonus Law (Gov. Code  65915).
The PPA was submitted on 9/15/17 and the 90 day deadline is 12/14/17.",VBYRD,Planning,,,94134
"61,695",2014.1383,09/10/2014 12:00:00 AM +0000,Under Review,,"303 GOLDEN GATE AV, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Civic Center Cultural Landscape Inventory,Survey of landscape features within the boundary of the existing Civic Center Landmark District,,Planning,,, 
620,2018-016433PRJ,12/07/2018 12:00:00 AM +0000,Accepted,,778 MADRID ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,778 Madrid Street,Legalize unit at first floor,MBOUDREA,Planning,,,94112
"25,819",2017-003392PRJ,03/20/2017 12:00:00 AM +0000,Open,,2101 VAN NESS AVE 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2101 VAN NESS AVE,"Base Scheme: Replace existing structure on site with an 5 story multi-family residential project (35 units, 31 1-bed and 4 2-bed units) with ground floor retail and parking.
State Density Bonus Scheme: Replace existing structure on site with an 9 story multi-family residential project (48 units, 24 1-bed and 24 2-bed units) with ground floor retail and parking.
The PPA was submitted on 3/15/17 and the 90 day deadline is 6/13/17.",VBYRD,Planning,,,94109
"1,535",2018-014909PRJ,11/09/2018 12:00:00 AM +0000,Under Review,,1182 FITZGERALD AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1182 Fitzgerald Avenue,Legalize unit at ground floor per Ord#43-14,MCHANDLE,Planning,,,94124
"4,079",2018-012420PRJ,09/11/2018 12:00:00 AM +0000,Under Review,,1169 MARKET ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1169 MARKET ST,Conditional Use Authorization application to permit a formula retail establishment d.b.a. Whole foods.,SADINA,Planning,,,94103
"28,151",2017-000524PRL,01/12/2017 12:00:00 AM +0000,Open,,4223 FOLSOM ST 94110,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,4223 FOLSOM ST,"install new wood composite fibrex windows in exiting openings. 2 at front, 3 at rear",SPARKS,Planning,,,94110
"11,325",2018-003339ZAD,03/08/2018 12:00:00 AM +0000,Under Review,,350 RHODE ISLAND ST 94103,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,350 Rhode Island Street - ZAD Request,Request for Letter of Determination,LIAJELLO,Planning,,,94103
"2,245",2018-014459PRJ,10/24/2018 12:00:00 AM +0000,Under Review,,1254 LEAVENWORTH ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1256 Leavenworth Street,Legalize existing unit on first floor,MBOUDREA,Planning,,,94109
"5,619",2018-010578PIC,08/02/2018 12:00:00 AM +0000,Consultation,,367 MOULTRIE ST 94110,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,367 Moultire Street,Unauthorized Dwelling Unit Screening,MCHANDLE,Planning,,,94110
"2,683",2018-014021PRJ,10/15/2018 12:00:00 AM +0000,Submitted,,2601 SUTTER ST 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2601 SUTTER ST,Demo and New construction of a 4-story building with three (3) residential units.,EGORDON,Planning,,,94115
"5,478",2018-011430PRJ,08/06/2018 12:00:00 AM +0000,Under Review,,1776 GREEN ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1776 GREEN ST,To permit a change of use from an existing auto garage into five (5) new residential units with ground floor commercial space.,CMAY,Planning,,,94123
"1,530",2018-014904PRJ,11/09/2018 12:00:00 AM +0000,Under Review,,46 BEVERLY ST 94132,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,46 Beverly Street,Legalize unit at ground floor per ordinance 43-14.,MCHANDLE,Planning,,,94132
"4,848",2018-011446PRJ,08/21/2018 12:00:00 AM +0000,Submitted,,399 FREMONT ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,399 FREMONT ST,"(Conditional Use Authorization) 399 Fremont LLC (Project Sponsor) seeks approval for non-accessory use of a portion of the existing parking garage (Project) at 399 Fremont Street (Property), which currently includes accessory parking for residents of the building",XLIANG,Planning,,,94105
