OBJECTID,record_id,date_opened,record_status,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module
"10,837",2018-003915PRJ,03/20/2018 12:00:00 AM +0000,Under Review,,3434 JACKSON ST 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3434 JACKSON ST,To address DBI violation & DBI NOV # 201633191 to erect a non-structural privacy lattice on top of the deck railing along the west side property line. Per DBI staff the lattice is not required to be fire rated as it is non-structural.,MDITO,Planning
"46,525",2015-013750PRJ,10/14/2015 12:00:00 AM +0000,Submitted,,1801 08TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1801 08TH AVE,"Removal of a parking space related to BPA 2015.05.01.5158:  COMPLY WITH NOV#200838358 ESTABLISH SECONDARY MEANS OF EGRESS, INSTALL NEW BALUSTERS AT REAR STAIRWAY, LANDINGS AND GUARD RAIL, INSTALL NEW ILLUMINATED EXIT SIGNS WITH LAMP HEADS, INSTALL 3 FIRE REATED DOORS, RELOCATE MAN-DOOR IN (E) GARAGE DOOR.",,Planning
"63,122",2014.1058,07/03/2014 12:00:00 AM +0000,Under Review,,"6424 03RD ST, SAN FRANCISCO, CA 94124",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,6424 3rd Street / 1088 Key Avenue,"Demolish 1.5 story commercial structure, currently used as a funeral home, and construct four-story building with 17 residential units over 2,121 sf retail and 17 parking spaces on ground floor.",EJARDINE,Planning
"16,567",2017-013508PRJ,10/19/2017 12:00:00 AM +0000,Under Review,,542 36TH AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,542 36TH AVE,LEGALIZE (E) UNAUTHORIZED DWELLING UNIT UNDER ORD #43-14.,DWEISSGL,Planning
"13,472",2018-000716PRJ,01/10/2018 12:00:00 AM +0000,Under Review,,179 JULIAN AVE 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,179 JULIAN AVE,TO COMPLY WITH NOV #201387781 FOR MEMORIALIZING OCCUPANCY AS AN R-2 RESIDENTIAL HOTEL WITH 35 GUEST ROOMS & ONE GUEST ROOM WITH COOKING. ALL GUEST ROOMS TO BE RESIDENTIAL,SJIMENEZ,Planning
"42,831",2015-014058PRJ,01/04/2016 12:00:00 AM +0000,Under Review,,2465 VAN NESS AVE 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2465 VAN NESS AVE,"Construction of a new 7 story 41 unit multi-family residential structure over retail and parking garage for both vehicles and bikes.
The PPA was submitted on 10/09/15 and the 90 day deadline is 01/07/16.",MWOODS,Planning
"65,389",2014.0454,03/31/2014 12:00:00 AM +0000,Under Review,,"4089 24TH ST, SAN FRANCISCO, CA 94114",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4093 24TH ST,Conditional Use Authorization request for a new WTS Facility.,,Planning
653,2018-016460PRJ,12/06/2018 12:00:00 AM +0000,Accepted,,215 EUREKA ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,215 EUREKA ST,"REMOVAL OF EXISTING SUNROOM, REPLACE WITH NEW FAMILY ROOM. ROOFDECK ON NEW ROOM",DWASHING,Planning
"62,066",2014.1309,08/26/2014 12:00:00 AM +0000,Under Review,,"0 03RD ST, SAN FRANCISCO, CA 94105",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,0 03RD ST,"Residential + Veterans Use, Public Use (Telecommunications Services",,Planning
"70,231",2013.0915,07/10/2013 12:00:00 AM +0000,Under Review,,1469 PACIFIC AVE 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1469 PACIFIC AV,Multi-unit residential. Changing industrial into apartment building,CGROB,Planning
"63,695",2014.0879,06/10/2014 12:00:00 AM +0000,Under Review,,"1680 MCALLISTER ST, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1680 MCALLISTER ST,3 Units Condo. Conversion,,Planning
"51,462",2015-007806PRJ,06/22/2015 12:00:00 AM +0000,Under Review,,103 WALBRIDGE ST 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,103 WALBRIDGE ST,ERECT THREE STORY TWO FAMILY DWELLING RESIDENTIAL BUILDING.,MPUTRA,Planning
"5,500",2018-010761PIC,08/06/2018 12:00:00 AM +0000,Consultation,,1011 SHOTWELL ST 94110,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,1011 Shotwell Street,ADU (c)4 OTC review / discussion,DGANETSO,Planning
"10,878",2018-003825PRJ,03/19/2018 12:00:00 AM +0000,Under Review,,5420 MISSION ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,5420 MISSION ST,"CHANGE OF USE FROM ""B"" TO A-3. IMPOVE BATHROOMS TO MAKE THEM ACCESSIBLE. INSTALL (NEW) FURNACE AND VENT. ADD EGRESS CORRIDOR",JBANALES,Planning
"62,317",2014.1238,08/13/2014 12:00:00 AM +0000,Under Review,,"445 HAYES ST, SAN FRANCISCO, CA 94102",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,445 HAYES ST,Outdoor dining area,,Planning
"52,810",2015-006327PRJ,05/20/2015 12:00:00 AM +0000,Under Review,,3225 LINCOLN WAY 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3225 LINCOLN WAY,Change of use from residential to religious.,NTRAN,Planning
532,2018-016606PRJ,12/11/2018 12:00:00 AM +0000,Accepted,,1674 FILBERT ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1674 FILBERT ST,REMOVE PARTIAL DECK PER NOV #201898451. REMOVE ROOF DECK,EGORDON,Planning
"12,645",2018-001800PRJ,02/02/2018 12:00:00 AM +0000,Under Review,,787 43RD AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,787 43RD AVE,new deck at light well and a new door added to access the light well,DWEISSGL,Planning
"1,566",2018-015425PRL,11/09/2018 12:00:00 AM +0000,Under Review,,3555 CESAR CHAVEZ ST 94110,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,3555 CESAR CHAVEZ STREET - ATT PROW WTS FACILITY INSTALLATION,ATT Mobility is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning
151,2018-017057PRJ,12/19/2018 12:00:00 AM +0000,Accepted,,1226 09TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1226 09TH AVE - CB3P,"Conditional Use Authorization request for change of use from existing vacant storefront to restaurant dba ""Tartine Manufactory"".",VLEWIS,Planning
190,2018-017045ZAV,12/19/2018 12:00:00 AM +0000,Pending Review,,1828 EGBERT AVE 94124,Zoning Administrator Verification Letter (ZAV),ZAV,Planning,Letters,Research,Planning/Research/Letters/ZAV,1828 Egbert Avenue - ZAV Request,"Request Confirmation that the existing legal use is Self-Storage.  The Assessor's Record on PIM says that the use is Industrial Data Center.  While a CU was applied for Industrial Data Center under Case No. 2013.1125C, the permit to implement the CU , BPA No. 201503120651, has not been issued.  The Case Report for Case No. 2013.1125C confirms that the use is Self-Storage.",BHICKS,Planning
"8,234",2018-007460PRJ,05/22/2018 12:00:00 AM +0000,Under Review,,1226 10TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1226 10TH AVE,"COMPLY WITH NOV# 201857611, REPLACE (2) WINDOWS WITH EGRESS COMPLAINT WINDOWS, CONVERT GARAGE TO EXIT CORRIDOR, CHANGE USE OF OFFICE TO BEDROOM, REPLACE NON-COMPLIANT WET BAR WITH 36"" COUNTER AND WITH 12""X12"" BAR SINK. LEGALIZE EXISTING GROUP HOUSING.",SYOUNG,Planning
"8,331",2018-007305PRJ,05/18/2018 12:00:00 AM +0000,Under Review,,727 35TH AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,727 35TH AVE,"REAR STAIR REHABILITATION, INTERIOR ALTERATIONS - NEW INTERIOR STAIR, NEW DECK ON THE 3RD FLOOR. NEW DECK AT GROUND FLOOR LESS THAN 30"" ON GRADE. RELOCATE BATHROOM. INCREASE GARAGE TO 2-CAR. N/A MAHER ORDINANCE",SYOUNG,Planning
"60,856",2014-000126PRJ,10/21/2014 12:00:00 AM +0000,Under Review,,300 FOERSTER ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,300 Foerster Street,Legalize second unit per Ord. 43-14.,MBOUDREA,Planning
"38,716",2016-005040PRJ,04/18/2016 12:00:00 AM +0000,Under Review,,1040 FOLSOM ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1040 - 1044 FOLSOM STREET,REVISION TO PA 2014 0813 3749 - ADD 3 ROOMS FOR TOTAL 51 ROOMS. TO COMPLY WITH NOV 201412112. FOR TOTAL 13 TOURIST ROOMS & 3 RESIDENTIAL ROOMS. MAHER NA,RSUCRE,Planning
"3,695",2018-012790PRJ,09/18/2018 12:00:00 AM +0000,Under Review,,122 KINGSTON ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,122 KINGSTON ST,"NEW ADU ON FIRST FLOOR OF KINGSTON ST, STUDIO UNIT PER ORDINANCE 162-16. TO COMPLY WITH NOV #201536651 & #201548201",ESAMONSK,Planning
"25,279",2017-003744PRJ,03/28/2017 12:00:00 AM +0000,Under Review,,801 KEARNY ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,801 KEARNY ST,Conditional Use Authorization to legalize a formula retail restaurant establishment doing business as Hanlin Tea Restaurant.,SADINA,Planning
"2,714",2018-014015PRJ,10/15/2018 12:00:00 AM +0000,Under Review,,812 22ND ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,812 22ND ST,Faade and window renovations.,MGIACOMU,Planning
"16,613",2017-013818PRJ,10/18/2017 12:00:00 AM +0000,Open,,1251 HYDE ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1251 Hyde Street,Convert underutilized storage space at the basement of the building in to 3 dwelling units - currently the space varies in height from 10 ft - 14 ft and with some excavation we can add two stores in this space without altering the exterior envelope of the building. This exemption supersedes the exemption issued under 2015-006471ENV,VBYRD,Planning
"6,441",2018-009557PRJ,07/11/2018 12:00:00 AM +0000,Under Review,,255 SAN BENITO WAY 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,255 SAN BENITO WAY,"Add new 1 bedroom ADU to (e) detached garage per ordinance # 162-16. Infill (e) garage door with stucco to match existing, new openings for new aluminum clad wood windows (all not visible from public right of way).New 4' wood solid fence set back at least 15' from the front property line to provide screening for vehicle parking space.",DGANETSO,Planning
"98,450",2008.0416,04/08/2008 12:00:00 AM +0000,Under Review,,"900 NORTH POINT ST, #0B10D, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,851 BEACH ST,Create a new restaurant space at the ground floor of the Mustard Building and install new storefront glazing systems.,,Planning
"21,111",2017-008328PRJ,06/29/2017 12:00:00 AM +0000,Under Review,,2151 25TH AVE 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2151 25TH AVE,TO LEGALIZE THE ILLEGAL UNIT BEHIND GARAGE.,SJIMENEZ,Planning
"72,452",2013.0333Y,03/21/2013 12:00:00 AM +0000,On Hold,,"222 02ND ST, SAN FRANCISCO, CA 94105",Notice of Use-TDR (TDU),TDU,Planning,Letters,Research,Planning/Research/Letters/TDU,222 02ND ST,Transfer of Development Rights (TDR),CGROB,Planning
479,2018-016653PRJ,12/11/2018 12:00:00 AM +0000,Accepted,,36 ALADDIN TER 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,36 ALADDIN TER,"RESPONSE TO NOV #201890782,#201892321 and #201892301. ADD NEW MARKET RATE UNIT IN BASEMENT.",CASBAGH,Planning
"10,195",2018-004698PRJ,04/04/2018 12:00:00 AM +0000,Under Review,,14 VALENCIA ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,14 VALENCIA ST,FROM MEDICAL CANNABIS DISPENSARY TO CANNIBIS RETAIL. REF: 200706154005. MAHER N/A.,MCHRISTE,Planning
"2,316",2018-014488PIC,10/23/2018 12:00:00 AM +0000,Consultation,,3057 21ST ST 94110,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,3057 21st Street,3057 21st Street (3614/060); Project Review meeting to discuss converting a garage level to two (2) ADUs via Voluntary Seismic Upgrade of soft story.,MCHANDLE,Planning
"26,742",2017-002083PRJ,02/17/2017 12:00:00 AM +0000,Under Review,,554 FILLMORE ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,554 FILLMORE ST,REPLACE NORTH FACING WINDOW & SOUTH FACING WINDOW ROSE WINDOW WITH GLASS TO COMPLY WITH NOV#201049987. N/A ORDINANCE #155-13,AKIRBY,Planning
"2,080",2018-014774PRJ,10/29/2018 12:00:00 AM +0000,Under Review,,360 SPEAR ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,360 SPEAR ST,"Conditional Use Authorization to permit the change of use from ISE to PDR, life science, or laboratory use.",,Planning
"68,686",2013.1383,09/25/2013 12:00:00 AM +0000,Under Review,,3516 FOLSOM ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3516 Folsom St,"The proposal includes new construction of a two-and-one-half-story, single-family residence with three off-street parking spaces and a roof deck. The project incorporates a bay window on the front faade and has a side yard along the north lot line.",RSUCRE,Planning
"38,981",2016-004734PRJ,04/11/2016 12:00:00 AM +0000,Under Review,,582 NAPLES ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,582 NAPLES ST,PROJECT PROPOSES TO LEGALIZE AN ILLEGAL UNIT AT THE GROUND LEVEL,SJIMENEZ,Planning
"17,604",2017-012251PRL,09/22/2017 12:00:00 AM +0000,Open,,10 CEDRO AVE 94127,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,10 Cedro Ave - windows,REPLACE 20 WINDOWS AND 1 DOOR. MARVIN WOOD WINDOWS. IN EXISTING OPENINGS.,MBOUDREA,Planning
"2,022",2018-014806PRJ,10/30/2018 12:00:00 AM +0000,Under Review,,601 MARKET ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,601 MARKET ST,"MINOR PERMIT TO ALTER. EXTERIOR WORK TO INCLUDE REPLACE ENTRY DOORS & HARDWARE, REMOVE 2ND FL MECHANICAL LOUVERS ON MARKET ST & REPLACE WITH GLAZING TO MATCH ADJACENT. REPLACE INSIDE NEW LOUVERS ON 2ND",RSALGADO,Planning
"16,675",2017-013347PRJ,10/17/2017 12:00:00 AM +0000,Under Review,,1702 CHURCH ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1702 CHURCH ST,"Add new unit, 335 square feet to second floor of (e) building. No changes to building exterior or expansion proposed.",DGANETSO,Planning
"18,990",2017-010739PRJ,08/22/2017 12:00:00 AM +0000,Under Review,,2445 LAWTON ST 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2445 LAWTON ST,"ADD 2 BATHROOMS, 1 BEDROOM AT GROUND FLOOR; UPGRADE ELECTRICAL FROM 100 AMP TO 150 AMP.",MPUTRA,Planning
"17,862",2017-012032PRL,09/19/2017 12:00:00 AM +0000,Open,,151 BRIGHT ST 94132,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,151 BRIGHT ST,replace front facade stucco in kind (no window work),LFISHER,Planning
"3,390",2018-013175PIC,09/26/2018 12:00:00 AM +0000,Consultation,,827 PERU AVE 94134,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,827 PERU AVENUE,ADU + expansion,DGANETSO,Planning
"20,651",2017-008887PIC,07/12/2017 12:00:00 AM +0000,Consultation,,301 VALENCIA ST 94103,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,301 Valencia - ADUs,ADU research. Likely not all units will need to be ADUs (some will need exposure waiver). DU mix in zone,,Planning
"5,722",2018-010465PRJ,07/31/2018 12:00:00 AM +0000,Under Review,,349 03RD AVE 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,349 03RD AVE,"Demolition and new construction of a 5,924 gsf, 40-foot tall three dwelling over garage building. The ground floor will have a three vehicle and three bicycle parking spaces. The original curb cut and driveway would be retained with a new sidewalk and street tree. Each of the second, third, and fourth floors will have a 3 bedroom dwelling. There is a private deck at the rear of the second floor, and a common roof deck for the third and fourth floor units.",MDITO,Planning
"7,521",2018-008323PRJ,06/11/2018 12:00:00 AM +0000,Under Review,,1720 LARKIN ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1720 LARKIN ST,"Demolition of an existing one car garage structure. New construction of a new approximately 10,652 square foot, five story, 5 unit building. The Project would include a garage. The project would include a subdivision.",SADINA,Planning
"31,234",2016-013663PRJ,10/20/2016 12:00:00 AM +0000,Under Review,,220 MONTGOMERY ST 94104,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,220 MONTGOMERY ST,"EXT'R TI OF (E) SHELL SPACE. SCOPE INCLUDES EXT'R SIGN, REPLACE & REFINISH(E)STOREFRONT WINDOWS & MULLIONS, REMOVAL & REPLACE(E) EXTERIOR ENTRANCE LIGHTING & PARTIAL REMOVAL OF EXTERIOR FACADE MATERIALS TO EXPOSE (E) HISTORICAL FINISHES. IMPACTED AREAS ON FACADE & SIDEWALK TO BE PATCHED & REPAIRED",FMCMILLE,Planning
"19,688",2017-009971PRJ,08/04/2017 12:00:00 AM +0000,Under Review,,262 NOE ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,262 NOE ST,ADMINISTRATIVE CHANGE OF USE FROM VACANT LAUNDROMAT TO NEW MEDICAL CANNABIS DISPENSARY.,BHICKS,Planning
"12,630",2018-001810PRJ,02/02/2018 12:00:00 AM +0000,Under Review,,"1400 MIssion ST, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1400 MIssion ST,Conditional Use Authorization application to increase off-street parking spaces from 42 to 50 spaces.,SADINA,Planning
"5,208",2018-011030PRJ,08/10/2018 12:00:00 AM +0000,Under Review,,150 RANDALL ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,150 RANDALL ST,"REV TO PA# 2011/06/24/8922, PA# 2017/04/13/3878 & PA# 2017/12/18/6762. RESPONSE TO STOP WORK NOV# 201868281. NEW FRAMING TO ADDRESS DRY ROT DAMAGE & STRUCTURAL WORK. REMOVE & REPLACE (E) EXTERIOR FINISHES TO ADDRESS LACK OF EXTERIOR SHEATHING OVER STUDS. DEMO CALCS INCLUDE AS REQUIRED.",NTRAN,Planning
"16,461",2016-001059PRJ,10/20/2017 12:00:00 AM +0000,Open,,465 GROVE ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,465 GROVE ST,"Proposed project to demolish the existing ""Days Inn"" hotel, with 36 tourist and 5 SRO rooms, and the adjacent 2-unit residential building, and to construct a new mixed-use building with 100 tourist hotel rooms, 5 SRO rooms, 2 residential units, and restaurant/retail space. *Pursuant to the Certificate of Use for the existing building, as reported in the Hotel Unit Usage Report, dated August 7, 2015, the existing building contains 36 tourist and 5 SRO rooms. **Excluded from FAR Calculations: residential, open space and bike parking areas. Exact figures to be confirmed. ***Existing 1,375 sf of residential area will be demolished, but the two units will be constructed as part of the project, with a net increase in residential area of 711 sf, for total of 2,086 sf of residential.  ****Existing 1,022 sf of SRO area will be demolished, but the five SRO units will be reconstructed as part of the project, with a new increase in SRO area of 142 sf, for a total of 1,164 sf of SRO area. *****Gros area of 49,065 sf, plus other areas with 29,282 sf.",VBYRD,Planning
"3,681",2018-012788PIC,09/18/2018 12:00:00 AM +0000,Consultation,,2932 FRANKLIN ST 94123,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,2932 Franklin Street - Legalization,Applicant submitted a UDU screen form for review;  Applicant is seeking to add a staircase to create an interior connection between floors.,DWEISSGL,Planning
"3,445",2018-013139PRJ,09/25/2018 12:00:00 AM +0000,Submitted,,271 GRANADA AVE 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,271 GRANADA AVE,"Demolition and New construction of a 4-story, 3-dwelling unit residential building.",ERUSSELL,Planning
"58,684",2014-002703PRJ,12/12/2014 12:00:00 AM +0000,Under Review,,"2700 24TH ST, #COM'L 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2700 24TH ST,"DEMO WALLS, DOOR, WINDOW, FLOOR, AND SIDEWALK, BUILD 3 NEW WALLS, EXTEND CANOPY AND ADD SIGNAGE, FORM AND POUR NEW CONCRETE PAD AND SIDEWALK, INSTALL NEW ATM AND SURROUND AND EXTEND ELECTRICAL; MAHER ORDINANCE N/A",EOROPEZA,Planning
"23,533",2017-005743PRJ,05/08/2017 12:00:00 AM +0000,Under Review,,1606 JONES ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1606 JONES ST,HORIZONTAL INFILL @ REAR OF BLDG. (N) ROOF DECK AND ROOF PENTHOUSE. ** MAHER: N/A **,MPUTRA,Planning
"65,393",2014.0462,03/31/2014 12:00:00 AM +0000,Under Review,,"202 GRATTAN ST, SAN FRANCISCO, CA 94117",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,202 GRATTAN ST,4 Units Condo. Conversion,,Planning
"29,481",2016-007983PRJ,12/06/2016 12:00:00 AM +0000,Under Review,,1450 HOWARD ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1450 HOWARD ST,"Proposed new construction of six-story building with 12 residential units (includes12 SROs), with commercial space on ground floor.",KDURANDE,Planning
"40,769",2016-002607PRJ,02/25/2016 12:00:00 AM +0000,Open,,530 10TH ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1201 Bryant Street / 530 10th Street,"Proposed demolition of (E) parking garage structure. Proposed seismic upgrade, (N) exterior paint, window refurbishment, elevator replacement, building systems upgrade & (N) entrance scheme to accommodate for ADA accessibility.",,Planning
"52,003",2015-007232PRJ,06/09/2015 12:00:00 AM +0000,Under Review,01/23/2017 12:00:00 AM +0000,3851 MARKET ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3851 MARKET ST,"TO COMPLY W/N.O.V 201313451. (1) CONSTRUCT REAR DECK AT GROUND LEVEL, LOWER FLOOR. (2) CONVERT REAR WINDOW TO 5FT SLIDING DOORS AT GROUND AND LOWER FLOOR.",APERRY,Planning
"6,507",2018-009587PRJ,07/10/2018 12:00:00 AM +0000,Accepted,,3535 CALIFORNIA ST 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3535 CALIFORNIA ST,Conditional Use Authorization application to permit a formula retail use for Bluemercury.,LAJELLO,Planning
821,2018-016259PRJ,12/03/2018 12:00:00 AM +0000,Under Review,,2027 20TH AVE 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2027 20TH AVE,"REV TO PA# 200804048918; REVISE EXTENT OF DEMO WORK AT (E) GROUND FLOOR BUNGALOW TO MATCH SITE CONDITIONS, NO CHANGE TO PROPOSED LAYOUT",GPANTOJA,Planning
"2,585",2018-014104PIC,10/16/2018 12:00:00 AM +0000,Consultation,,442 10TH AVE 94118,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,442 - 444 10TH AVENUE,ADU,DGANETSO,Planning
"5,345",2018-010348PRJ,07/27/2018 12:00:00 AM +0000,Under Review,,651 FRANCISCO ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,651 FRANCISCO ST,COMPLY W/ BID NOV#2018-61363. LEGALIZE ONE DWELLING UNIT IN EXISTING THREE STORY BUILDING. REMOVE REAR STAIRS AND CONSTRUCT RAILING. **MAHER N/A**,APERRY,Planning
"34,381",2016-010082PRJ,08/03/2016 12:00:00 AM +0000,Under Review,,815 GREENWICH ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,815 - 821 Greenwich Street,"REMOVE ILLEGAL UNIT @ 1ST FLOOR (E) COMMERCIAL SPACE & RESTORE THE SPACE TO FUTURE TENANT. NEW UNISEX RESTROOM. CONVERT (E) STORAGE SPACES TO NEW DWELLING UNIT, 1 BEDROOM & 1 BATH.",SJIMENEZ,Planning
"4,930",2018-011368PIC,08/17/2018 12:00:00 AM +0000,Open,,1375 43RD AVE 94122,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,1375 43rd AVENUE,Legalization,DGANETSO,Planning
518,2018-013580PRJ,12/11/2018 12:00:00 AM +0000,Submitted,,222 DORE ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,222 DORE ST,"This is a State Density Bonus Law Project. It involves the demolition of tilt-up concrete warehouse building.
The proposed Project contains 33 Dwelling Units. No automobile parking is proposed.",,Planning
"20,826",2017-008722PRL,07/10/2017 12:00:00 AM +0000,Open,,"72 MACONDRAY LN, #1 94133",Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,72 Macondray Ln,"Remove (e) plywood decking and replace w Ipe wood decking, no expansion or change in use. In-kind replacement.",,Planning
"4,468",2018-011926PRJ,08/30/2018 12:00:00 AM +0000,Accepted,,162 WEST PORTAL AVE 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,162 WEST PORTAL AVE,"Change of Use from an existing dry cleaners to a new juice and cold sandwich, and salad shop.",,Planning
"34,395",2016-010079PRJ,08/03/2016 12:00:00 AM +0000,Under Review,,3620 BUCHANAN ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3620 Buchanan Street,"Demolition of one of two existing structures on one shared parcel. Construction of a new 4-story, 8 unit residential building with eight bicycle parking spaces and one accessible vehicle parking space.",LAJELLO,Planning
"2,574",2018-014201PIC,10/17/2018 12:00:00 AM +0000,Consultation,,3515 JUDAH ST 94122,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,3515-3517 Judah Street,Legalize Unit at the ground floor per ord 43-14,MCHANDLE,Planning
"63,347",2014.0963,06/24/2014 12:00:00 AM +0000,Under Review,,"266 WALLER ST, SAN FRANCISCO, CA 94102",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,266 WALLER ST,The project involves a lot split to create one lot facing Waller Streeet and the other lot facing laussat Street. The waller Street lot would have a depth of approz. 77 ft. and 5 inches and a rear yard of 10 ft. 1 inch.,,Planning
