OBJECTID,record_id,date_opened,record_status,date_closed,Full,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,Address,description,planner_id,module,City,State,Zip,address,record_name
"61,167",2014.1539,10/08/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,4 Unit Condo Conversion (DPW ECP),,Planning,,,,"1774 09TH AV, SAN FRANCISCO, CA 94122",1774 09TH AV
"1,568",2018-015411PIC,11/09/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU waiver intake request,DWEISSGL,Planning,,,,70 TERRA VISTA AVE 94115,70 TERRA VISTA AVE
"1,086",2018-015920PRJ,11/26/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,ADMINISTRATIVE PERMIT TO MEMORIALIZE LIGHT MANUFACTURING PER PLANNING ENFORCEMNET # 2018002794 ENF. NO CONSTRUCTION UNDER THIS PERMIT,RSUCRE,Planning,,,,201 11TH ST 94103,201 11TH ST
"1,556",2018-014526PRJ,11/09/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Unit legalization on first floor of an existing three unit building.,MCHANDLE,Planning,,,,55 FAIR AVE 94110,55 FAIR AVENUE
438,2018-016756PIC,12/12/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU intake,DWEISSGL,Planning,,,,2888 HARRISON ST 94110,2888 HARRISON ST
"2,006",2018-014852PRJ,10/31/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"NEW REAR YARD ADDITON OF A STUDIO LIVING UNIT, (N) COVERED DECK & OPEN DECK WILL BE BUILT BETWEEN (N) UNIT & (E) BLDG @ 2ND FLR. GROUND LVL RETAINING WALL WILL BE REPLACED. (N) PATIO SLAB, PLUMBING, ELECTRICAL & LIGHTING IN AREA OF WORK.",BHICKS,Planning,,,,654 CHENERY ST 94131,654 CHENERY ST
"10,072",2018-005402PRL,04/09/2018 12:00:00 AM +0000,Under Review,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,"Per Sec 6409, AT&T is requesting to Install (1) GPS antenna, Route 1/2 coax in rooftop cable tray.  Install (1) 5216 baseband in 19 rack.",AWOODS,Planning,,,,325 LA GRANDE AVE 94112,325 La Grande Avenue - AT&T Mobility WTS Facility
"8,611",2018-007063PRJ,05/14/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,EXISTING UNOCUPPIED SPACE AT THE GROUND LEVEL SHALL BE CONVERTED TO AN ACCESSORY DWELLING UNIT PER ADD UNITS ORDINANCE NO. 162-16.,MCHANDLE,Planning,,,,4236 25TH ST 94114,4236 25TH ST
884,2018-015896PRJ,11/30/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,one ADU at SFD,MBOUDREA,Planning,,,,1145 QUINTARA ST 94116,1145 Quintara
"3,316",2018-013255ZAD,09/27/2018 12:00:00 AM +0000,Under Review,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,Request for Letter of Determination,ESAMONSK,Planning,,,,2601 MARIPOSA ST 94110,2601 Mariposa Street - ZAD Request
"22,079",2017-007275PRJ,06/09/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"TO ERECT ELECTRIC, SINGLE FACED, WINDOW SIGN. N/A FOR MAHER ORDINANCE.",JVIMR,Planning,,,,2055 UNION ST 94123,2055 UNION ST
"5,403",2018-010825PRJ,08/07/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Interior renovation of dwelling unit located on second floor. Rehabilitation of existing deteriorated wood window system and exterior wood siding, trim, and moldings. Fenestration of deck and sunken patio at rear of building.",MGIACOMU,Planning,,,,694 TENNESSEE ST 94107,694 TENNESSEE ST
"16,050",2017-014042PRJ,10/31/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"INCREASE IN SCOPE OF WORK FROM PRIOR PERMITS: #201503302223 AND #3201605137401. WORK ON THE EXTERIOR OF BLDG - RESTORATION OF MID-RISE CONCRETE APARTMENT BLDG ON NORTH, EAST & SOUTH ELEVATIONS BELOW THE 7TH FL CORNICE. WORK INCLUDES ABATEMENT OF LEAD PAINT, RECONDITIONING OF ORNAMENTAL IRON RAILINGS & REPLACEMENT AND/OR REPAIR OF HISTORIC WOOD WINDOWS & DOORS IN KIND",ETUFFY,Planning,,,,"1001 CALIFORNIA ST, #2 A 94108",1001 CALIFORNIA ST
"3,338",2018-013229PRJ,09/27/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,COMPLY W/ COMPLAINT 2017010974. WINDOW REPLACEMENT AT FRONT OF BUILDING,KWILBORN,Planning,,,,135 14TH AVE 94118,135 14TH AVE
"31,534",2016-013312PRJ,10/13/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"The Project consists of a 61-story approximately 800-foot tall mixed-use tower with 10 hotel floors containing approximately 220 guest rooms, 16 floors of office, 26 residential floors containing 175 units, 2 mechanical floors, 7 floors of shared amenity space, and a 4-level subterranean garage accessed from Natoma Street via car elevators.",NFOSTER,Planning,,,,546 HOWARD ST 94105,542-550 Howard Street (Transbay Parcel F)
407,2018-016803PIC,12/13/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU c4 intake,DWEISSGL,Planning,,,,30 LIBERTY ST 94110,30 LIBERTY ST
"63,772",2014.0849,06/05/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Install ADA-compliant ramp between BHC Building and Bldg. 80/90.,,Planning,,,,,887 Potrero Ave - SFGH BHC Building ADA Ramp
"65,360",2014.0476,04/01/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Multi-Use New Construction Condominium:  18 Residential and 6 Commercial Units,,Planning,,,,"883 VALENCIA ST, SAN FRANCISCO, CA 94110",883 - 899 VALENCIA ST
"29,698",2016-015399PRJ,12/01/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Facade modifications and alterations to an existing historic building.,,Planning,,,,479 ELLIS ST 94102,479-499 Ellis Street
"45,873",2015-014379TDT,10/28/2015 12:00:00 AM +0000,Under Review,,,Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,,Certificate of Transfer for transferable development rights (from a transfer lot).,CGROB,Planning,,,,660 CALIFORNIA ST 94108,660 CALIFORNIA ST
"41,909",2016-001224PRJ,01/27/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Proposed extension of (E) 2 bay windows down to 2nd level. Replacement of (E) vinyl windows with aluminum and alter window size.,,Planning,,,,3085 HARRISON ST 94110,3085 Harrison Street
"43,140",2015-018150PRJ,12/22/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Proposed demolition of (E) SFH to construct (N) 3-family dwelling. Excavation for (N) basement/storage.,CMAY,Planning,,,,137 CLAYTON ST 94117,137 Clayton Street
"14,673",2018-002923PRJ,12/08/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Change of use of the existing four-story-over-garage office building to a two-unit residential building. One unit, measuring approximately 1,383 square feet on the first floor, would contain two bedrooms and two bathrooms. The second unit, measuring approximately 4,149 square feet on the second, third and fourth floors, would contain four bedrooms and five bathrooms.",CMAY,Planning,,,,2232 WEBSTER ST 94115,2232 WEBSTER STREET
"72,503",2013.0326,03/20/2013 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Lift building and add a 6 car garage,MGIACOMU,Planning,,,,"2774 BRYANT ST, SAN FRANCISCO, CA 94110",2774 BRYANT ST
303,2018-016897PRJ,12/17/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"SF PORT: The proposed Heron's Head Park Shoreline Resilience Project would construct a living shoreline along approx 1,600 feet of Park's southern shoreline in order to prevent further erosion, protect existing wetland habitat, and increase biodiversity. Exemption under CEQA as a small habitat restoration project that does not exceed 5 acres in scope and that restores, enhances, and/or protects habitats for plans, wildlife and fish.",VBYRD,Planning,,,,,SF PORT: 32 Jennings Street - Heron's Head Park Shoreline Resilience Project
"63,073",2014.1038,07/07/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,6 Unit Condo Conversion (DPW ECP),,Planning,,,,"3322 16TH ST, SAN FRANCISCO, CA 94114",3322 16TH ST
"23,862",2017-002951PRJ,05/01/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demolition of existing 2 story, 12,880 sf commercial building. DENSITY BONUS BLDG.(DB): New construction of 58 unit residential, 5 stories, 55' building, with 58 Class I bicycle spaces and 3 Class II bicycle parking spaces. CODE COMPLYING BLDG.(CC): Would be 45 units, 4 stories,  45' building, with 45 Class I bicycle spaces and 3 Class II bicycle parking spaces. Usable open space is in the rear yard at grade and (1) on the 4th floor in the Code Compliant Variant and (2) on the fifth floor in the Density Bonus Variant.The PPA was submitted on 3/7/17 and the 90 day deadline is 6/5/17.",LIAJELLO,Planning,,,,755 BRANNAN ST 94103,755 BRANNAN ST
498,2018-016646PRJ,12/11/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,REMOVAL OF NON-ORIGINAL MARBLE CLADDING & NON-ORIGINAL TERRAZZO STEPS AT SOUTHERNMOST BAY. REPAIR & PAINT EXISTING BRICK BEHIND CLADDING. NEW STOREFRONT WINDOWS AND ENTRANCE. NEW WOOD TRANSOM TO MATCH ORIGINAL.,RSALGADO,Planning,,,,353 KEARNY ST 94108,353 KEARNY ST
"5,338",2018-010351PRJ,07/27/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,LEGALIZE TWO DWELLINGS IN (E) FOUR STORY BLDG. PROVIDE SECOND EXIT VIA FIRE EXCAPE + GARAGE,APERRY,Planning,,,,28 HOUSTON ST 94133,28 HOUSTON ST
"62,593",2014.1168,07/30/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,The renovation of an existing structure and the continued use of the site as a grocery store with a new resaurant use that includes on-site alcohol consumption.,,Planning,,,,"1640 POLK ST, SAN FRANCISCO, CA 94109",1640-50  POLK ST
"1,756",2018-015215PRL,11/06/2018 12:00:00 AM +0000,Under Review,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,AT&T Mobility is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning,,,,700 TAYLOR ST 94108,700 TAYLOR ST - ATT Mobility WTS Facility
"3,162",2018-013468PRJ,10/02/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"DEMOLISH UNSAFE STRUCTURE AT REAR SIDE, ADDING ONE STORY 15' BEDROOM & DEN, INSTALL ONE WALL TO SEPARATE GARAGE TO LIVING SPACE. RELOCATE EXISTING WATER HEATER & FURNACE",MPUTRA,Planning,,,,2038 45TH AVE 94116,2038 45TH AVE
"3,099",2018-013498PRJ,10/03/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"LIFE SAFETY UPGRADES. RESPONSE TO NOV 201054769. NEW STAIRWAY, 5TH FL STEPS AND ACCESSIBLE RAMP. 3RD FLOOR STEPS. ALTERATIONS TO MODULAR PARTITIONS. RESPONSE TO PLUMBING NOV DATE 6/24/10. AND PLUMBING WORK. ALL MOVEABLE PARTITIONS ARE NON-PERMANENT",MWOODS,Planning,,,,58 FEDERAL ST 94107,60 FEDERAL ST
"14,777",2017-015590PRJ,12/06/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"ERECT A TWO FAMILY DWELLING,TYPE 5A- 5 STORY RESIDENTIAL BLDG",CTOWNES,Planning,,,,4547 20TH ST 94114,4547 20TH ST
"53,045",2015-006086PRJ,05/14/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demolish existing single-family home, and construct a new 3-story single-family dwelling.",EWATTY,Planning,,,,292 ARLETA AVE 94134,292-294 Arleta Ave - Demolition & New Construction
"14,220",2018-002681PRJ,12/19/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Reclassification: Commercial space to b brought up to ADA and other code compliance. Residential Units(s) to be renovated.,VBYRD,Planning,,,,2350 MARKET ST 94114,2350 MARKET STREET
"13,427",2018-000809PRJ,01/11/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Conditional  Use Authorization application to permit the expansion of the existing retail space at the first level into the side yard to achieve full lot coverage as well as the renovation of the existing residential unit and conversion of a portion of the residential storage space into a 430 sf  studio apartment on the 2nd floor.,MDITO,Planning,,,,1861 UNION ST 94123,1861 UNION ST
"61,420",2014.1471,09/24/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"100 Van Ness/ Residential development with retail at the ground level. 488,317 sf, 400 Units with an average size of 794sf, 116 parking spaces, 117 bicycle parking spaces.  Building exterior and interior to be upgraded.  Precast panels will be replaced with curtain wall glazing system.  The side will be changed at the Northeast corner of Fell and Van Ness.",,Planning,,,,"100 VAN NESS AV, SAN FRANCISCO, CA 94102",DPW Official Sidewalk Change 100 Van Ness Ave
"7,609",2018-008191PRL,06/07/2018 12:00:00 AM +0000,Under Review,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,T-Mobile Wireless is requesting approval to install a MW at this location to service the upcoming PRIDE parade in June. This proposal is the same project that was reviewed and approved by planning last year for the PRIDE parade.,AWOODS,Planning,,,,512 VAN NESS AVE 94102,512 Van Ness Avenue - T-Mobile Wireless WTS Facility
"2,074",2018-014795PRJ,10/29/2018 12:00:00 AM +0000,Submitted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Large Project Authorization to permit Lot-line adjustment, Change of Use, Demolition and New Construction to permit the merge of four existing lots and new construction of two buildings, consisting of 231 dwelling units and ground floor retail.",MCHRISTE,Planning,,,,1560 FOLSOM ST 94103,1560 FOLSOM ST
"5,469",2018-010770PRJ,08/06/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Legalize (e) 1 bedroom unauthorized unit (#4A) per ordinance 43-14.No new exterior features or changes to any facades of the building proposed. Not a project under CEQA,DGANETSO,Planning,,,,2 ENCANTO AVE 94115,4 ENCANTO AVE
"63,933",2014-000081PRJ,05/09/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Exterior alterations to existing hotel facades and lobby entrance along Powell Street & Cyril Magnin elevations.,,Planning,,,,33 POWELL ST 94102,Powell Hotel
"73,301",2013.0154,02/12/2013 12:00:00 AM +0000,Complete,09/11/2014 12:00:00 AM +0000,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"The proposed Moscone Center Expansion Project would increase the size of the convention center facility by about 22.33 percent, from approximately 945,200 gsf to 1,156,300 gsf, and through renovation and repurposing of the existing facility, the Project would result in an approximately 42 percent increase in functional space.  The Project is focused primarily on Moscone North and South, and no changes are proposed at Moscone West. Improvements to the Moscone North and South building would occur both below grade and above grade.  The Project also includes the replacement of the existing pedestrian bridge above Howard Street, to the west of the Moscone North and South lobbies, and the construction of a new, enclosed pedestrian bridge to the east of the Moscone North and South lobbies. The Project also includes public realm improvements within, and adjacent to the site, including reconfigured bus pick-up and drop-off facilities along Howard Street to reduce pedestrian and vehicular conflicts; improvements to Third Street through the relocation of the off-street loading access south, allowing for widened sidewalks; and the creation of a new paseo behind the Moscone South Building to help break-up the length of the Third Street block. The Project also creates a new public open space in the form of an elevated terrace above Moscone North, and renovates the existing Children's Play Area behind Moscone South.",EWATTY,Planning,,,,"720 HOWARD ST, SAN FRANCISCO, CA",Moscone Center Expansion Project
"12,167",2018-002343PRJ,02/14/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Add 1 ADU at ground floor of (e) building per ordinance # 162- 16. At front facade, 2 new single hung aluminum clad wood windows in (e) garage door opening, partial infill of rest of opening with ____. New opening for new single hung aluminum clad window.",DGANETSO,Planning,,,,3124 21ST ST 94110,3124 21ST ST
"62,919",2014.1077,07/11/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Mandatory Discretionary Review request to modify the conditions of approval of the 2011.0945D in DRA-0250 to permit the sale of beer only via a Type 40 ABC license.,,Planning,,,,"1944 OCEAN AV, SAN FRANCISCO, CA 94127",1948 OCEAN AV
"3,324",2018-013263ZAD,09/27/2018 12:00:00 AM +0000,Under Review,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,Request for Letter of Determination,MGIACOMU,Planning,,,,333 BRANNAN ST 94107,333 Brannan Street - ZAD Request
"5,893",2018-010245PRJ,07/25/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"NO PATH TO LEGALIZATION - OMI EVICTION IN 2017Legalize unit at 1st floor of (e) 2 unit building per ordinance # 43-14, Add new stairs meeting requirements of PC section 136 at rear of building. New pull up door and pedestrian door in (e) garage door opening - materials TBD. No other changes to front facade of building.",DGANETSO,Planning,,,,112 LAKEVIEW AVE 94112,112 LAKEVIEW AVE
"2,924",2018-016600PRJ,10/09/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,To legalize the existing patio use at Campus Bar.,LCALMESE,Planning,,,,2241 CHESTNUT ST 94123,2241 Chestnut St
"31,762",2016-013116PRJ,10/11/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Replacement of an elevator shaft in a 4-story 33 dwelling unit building.,,Planning,,,,150 FRANKLIN ST 94102,150 Franklin Street
"1,419",2018-012292PRJ,11/14/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,CONVERT 3 PARKING SPACES INTO 3 NEW ACCESSORY DWELLING UNITS (1 BEDROOM & 1 BATH) PER ORDINANCE# 162-16.,DGANETSO,Planning,,,,1424 VALENCIA ST 94110,1424 Valencia - ADU
"15,152",2017-015116PRJ,11/28/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"New 1 bedroom ADU at ground floor of (e) 2 unit building per ordinance 162-16. New pedestrian entry stairs leading down to unit in front setback area. At front facade, replace (e) windows with new wood windows to meet departmental standards for window replacement.",DGANETSO,Planning,,,,115 PRECITA AVE 94110,113-115 PRECITA AVE
"1,791",2018-015103PRJ,11/05/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,COMPLY WITH NOV 200564034 - ADD DECK & STAIRCASE AT REAR OF BUILDING TO CREATE REAR YARD ACCESS FOR 2ND FLOOR PER PLAN,RSUCRE,Planning,,,,337 GAMBIER ST 94134,337 GAMBIER ST
977,2018-016049PRJ,11/28/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,CHANGE OF USE FROM LIMITED RESTAURANT TO FULL SERVICE RESTAURANT. REF TO APPROVED APPLICATION 201609309302 FOR CONVERTING FROM RETAIL TO LIMITED RESTAURANT.,EGORDON,Planning,,,,2401 POST ST 94115,2401 POST ST
"13,137",2018-001231PRJ,01/22/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,ACCESSORY DWELLING UNIT AT 1ST FLOOR INFILL GROUND FLOOR UNDER (E) 2-STORY STRUCTURE AT REAR. RECONFIGURE REAR YARD EGRESS. ORDINANCE 162-16.,DGANETSO,Planning,,,,818 TREAT AVE 94110,818 TREAT AVE
"56,553",2015-001690PRJ,02/13/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,UNIT #2 - TO COMPLY W /COMPLAINT #201519101 - INSTALL NEW ROOF DECK ON TOP OF (E) GARAGE.,NKWIATKO,Planning,,,,"307 PAGE ST, #2 94102",307 PAGE ST
"32,960",2016-005406PRJ,09/09/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Construction of a five-story, mixed-use building to include a total of 24 single-room occupancy units on four floors with ground level retail space.",EJARDINE,Planning,,,,42 OTIS ST 94103,42 Otis Street
"27,628",2017-001121PRJ,01/26/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,REPLACE (E) DRY ROT DAMAGED REAR DECK IN-KIND; ADD POST & BEAM SYSTEM BELOW DECK IN LIEU OF (E) CANTILEVERED JOIST SUPPORT SYSTEM.,MPUTRA,Planning,,,,46 GRAND VIEW TER 94114,46 GRAND VIEW TER
"8,266",2018-007388PRJ,05/21/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,COMPLY W/ NOV# 201760086. LEGALIZATION OF UNAUTHORIZED DWELLING UNIT PER ORD # 43-14. NO EXTERIOR CHANGES,DGANETSO,Planning,,,,1235 21ST AVE 94122,1235 21ST AVE
"2,137",2018-014675PIC,10/26/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,Legalization of one unpermitted unit located the basement level,NKWIATKO,Planning,,,,333 HYDE ST 94109,333 Hyde Street Legalization
"28,223",2016-010340PRJ,01/11/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demolition of the existing building and new construction of an eight-story (79-ft tall) mixed-use development for use as a 100-percent affordable housing project with 107 affordable dwelling units, one managers unit, ground floor retail, residential common spaces that include residential supportive services, and common usable open space.",CALEXAND,Planning,,,,500 TURK ST 94102,500 TURK ST
"15,274",2017-014925PRJ,11/21/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"SFDPW: Building 1 - Seismically upgrade the building with new interior shear walls and fully upgrade mechanical, electrical, plumbing systems, including ADA improvements. The planned reuse for this building will be comprised of research, administrative, and laboratory uses. Building 9 - Seismically upgrade the building with new interior shear walls and fully upgrade mechanical, electrical, plumbing systems, including ADA improvements. The planned reuse for this building will be comprised of administrative functions. DPH intends to relocate its executive staff from 101 Grove Street into Building 9.",VBYRD,Planning,,,,1001 POTRERO AVE 94110,SFDPW: 1001 Potrero Avenue - Buildings 1 and 9
73,2014.0408MCM,12/21/2018 12:00:00 AM +0000,Open,,,Monitoring Conditions and Mitigation Measures (MCM),MCM,Planning,Project,Project,Planning/Project/Project/MCM,,The proposed project would demolish an existing commercial building and construct a 10-story tourist hotel with 150 rooms with a ground floor retail space.,VVALLEJO,Planning,,,,1055 MARKET ST 94103,1053 - 1055 MARKET ST
"61,869",2014.1344,09/02/2014 12:00:00 AM +0000,Pending,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,4 Unit Condo Conversion (DPW ECP),,Planning,,,,"201 HOFFMAN AV, SAN FRANCISCO, CA 94114",4399 23RD ST AND 201 HOFFMAN AV
"9,486",2018-006115PRJ,04/23/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,CONVERT UPPER (2) FLRS OF (E) OFFICE BLDG TO RESIDENTIAL APARTMENTS; (3) UNITS ON EACH FLOOR; GROUND FLOOR (E) RESTAURANT TO REMAIN.,MWOODS,Planning,,,,1990 LOMBARD ST 94123,1990 LOMBARD ST
"5,484",2018-010764PIC,08/06/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,"sequencing of permits for ADU, units under density, roof deck, etc",DGANETSO,Planning,,,,379 HERMANN ST 94117,34 Steiner Street
"19,431",2017-010253PRJ,08/10/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"LEGALIZE WET BAR, LEGALIZE WALL CABINET OVER WET BAR, LEGALIZE WET BAR BASE CABINET IN THE EXISTING BEDROOM. LEGALIZE THE DOOR TO GARAGE WITH 20 MINUTE FIRE RATED DOOR WITH SELF CLOSER AND SMOKE GASKET. CREATE A VESTIBULE AT DOOR CONNECTING TO GARAGE.",MDITO,Planning,,,,1932 BALBOA ST 94121,1932 BALBOA ST
"2,678",2018-013964ZAD,10/15/2018 12:00:00 AM +0000,Under Review,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,Request for Letter of Determination,SJIMENEZ,Planning,,,,2333 BUCHANAN ST 94115,2333 Buchanan Street - ZAD Request
"23,061",2017-006278PRJ,05/18/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Add 6 ADUs (3 in main building and 3 in carport) to property per ordinance 162-16. At front facade of building, 2 new casement aluminum clad wood windows in (e) openings. _________ in garage door opening.",DGANETSO,Planning,,,,425 HYDE ST 94109,425 HYDE ST
"19,586",2017-010023PRJ,08/07/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,INSTALL POWER DOOR SYSTEM TO EXTG FRONT ENTRY DOOR. VOLUNTARY ADA UPGRADES.,JVIMR,Planning,,,,"1 POWELL ST, #401 94102",1 POWELL ST
